NPRICE,NHIG,NLOW,PDATE,VOL10DAVG,EV,MKTCAP,TTMREV,TTMEBITD,TTMNIAC,TTMEPSXCLX,TTMREVPS,QBVPS,QCSHPS,TTMCFSHR,TTMDIVSHR,TTMGROSMGN,TTMROEPCT,TTMPR2REV,PRICE2BK,Employees,FORECAST_ConsRecom,FORECAST_TargetPrice,FORECAST_ProjPE,FORECAST_ProjSales,FORECAST_ProjSalesQ,FORECAST_ProjEPS,FORECAST_ProjEPSQ,FORECAST_ProjProfit,FORECAST_ProjDPS,CompanyName,SharesOutstanding,FloatShares
29.51,54.74,6.22,2025-01-14T00:00:00,42.77863,5662.978,6028.688,37.469,-192.744,-171.553,-0.81672,0.17854,2.01728,1.69329,-0.7381,0.0,50.71125,-36.72808,160.898,13.81069,324.0,2.4,34.05,-39.47826,41.154,8.6574,-0.7475,-0.22,-127.5613,0.0,IONQ Inc,216392242.0,194364254.0
