date,open,high,low,close,volume,barCount,WAP
2024-09-19,8.13,8.18,7.64,7.72,3464224.0,10047,
2024-09-20,7.79,8.25,7.74,8.22,4343558.0,13175,
2024-09-23,8.23,8.52,7.98,8.01,4283334.0,11513,
2024-09-24,8.08,8.27,7.78,8.12,3335047.0,9431,
2024-09-25,8.08,8.09,7.5,7.59,4155258.0,9882,
2024-09-26,7.79,8.09,7.58,8.06,3352107.0,9305,
2024-09-27,8.9,10.0,8.58,9.71,37349045.0,93356,
2024-09-30,9.76,10.11,8.58,8.74,16929295.0,46159,
2024-10-01,8.89,8.97,8.04,8.17,10318854.0,30405,
2024-10-02,8.1,9.3,7.99,9.2,10827641.0,33070,
2024-10-03,9.02,9.36,8.79,9.25,7050668.0,20543,
2024-10-04,9.4,9.5,9.14,9.31,5844789.0,16174,
2024-10-07,9.49,9.61,8.85,9.07,7095630.0,19536,
2024-10-08,9.02,9.67,8.97,9.55,7020304.0,19602,
2024-10-09,9.59,9.74,9.27,9.54,5158748.0,14900,
2024-10-10,9.31,9.84,9.09,9.81,7579953.0,24264,
2024-10-11,9.66,10.72,9.62,10.66,9999104.0,30332,
2024-10-14,10.7,11.0,10.33,10.84,9025598.0,29056,
2024-10-15,10.71,11.31,10.36,10.49,10536102.0,30823,
2024-10-16,10.74,12.35,10.7,12.3,14362539.0,45287,
2024-10-17,11.69,12.67,11.62,12.5,10798863.0,36218,
2024-10-18,12.56,13.8,12.56,13.3,17656763.0,56171,
2024-10-21,13.22,15.23,12.99,14.76,25852062.0,79255,
2024-10-22,14.89,15.29,13.89,15.01,17913067.0,55495,
2024-10-23,14.62,16.13,14.07,14.74,25720691.0,82259,
2024-10-24,15.29,16.14,14.58,15.71,18748106.0,53461,
2024-10-25,15.8,17.05,15.71,16.96,21777449.0,66277,
2024-10-28,17.52,18.2,16.55,17.81,27185211.0,81112,
2024-10-29,17.5,17.8,15.73,16.74,27046463.0,82842,
2024-10-30,15.72,17.55,15.72,16.87,18715333.0,53389,
2024-10-31,16.71,16.98,14.75,15.03,19175209.0,59586,
2024-11-01,15.27,15.51,14.53,14.85,12670579.0,44615,
2024-11-04,14.9,15.11,14.15,14.37,9948804.0,34364,
2024-11-05,14.79,15.55,14.63,15.35,10359378.0,32300,
2024-11-06,16.73,16.83,15.85,16.45,11646728.0,41966,
2024-11-07,16.43,22.62,16.29,22.11,59940149.0,176909,
2024-11-08,21.69,25.68,21.31,24.79,55119735.0,189438,
2024-11-11,24.39,24.49,21.3,23.52,27881468.0,100343,
2024-11-12,22.0,25.44,22.0,23.01,22319073.0,74056,
2024-11-13,23.95,27.65,23.67,26.76,32508633.0,113138,
2024-11-14,27.9,28.05,24.87,26.16,25635717.0,96080,
2024-11-15,26.29,29.48,25.03,29.14,30997931.0,110508,
2024-11-18,28.15,28.47,22.27,25.23,44334785.0,155772,
2024-11-19,25.2,28.3,24.87,27.89,23530065.0,83494,
2024-11-20,27.91,30.5,27.42,28.86,21941004.0,71789,
2024-11-21,28.8,33.81,28.48,32.78,36544886.0,131333,
2024-11-22,32.49,33.07,30.3,31.8,21916490.0,76319,
2024-11-25,33.93,35.24,30.46,30.88,23628808.0,91488,
2024-11-26,30.5,32.86,29.7,30.65,17381296.0,69613,
2024-11-27,31.1,32.37,28.32,32.21,18832421.0,61749,
2024-11-29,32.21,37.28,31.96,36.5,18538167.0,67973,
2024-12-02,36.54,37.0,31.77,32.06,20801338.0,76218,
2024-12-03,31.8,33.68,30.82,32.79,14818697.0,56423,
2024-12-04,32.68,34.95,31.17,33.42,13733141.0,47802,
2024-12-05,33.95,37.64,32.65,35.95,23608898.0,84513,
2024-12-06,36.31,38.45,34.9,37.97,15764908.0,53125,
2024-12-09,38.0,38.25,34.16,34.24,17151728.0,60410,
2024-12-10,33.0,36.75,32.62,32.97,19052082.0,65608,
2024-12-11,32.99,32.99,28.04,29.83,27706053.0,94299,
2024-12-12,29.31,32.78,28.94,29.99,16840942.0,60186,
2024-12-13,30.23,34.04,29.52,33.83,19380381.0,65668,
2024-12-16,32.47,42.81,32.39,41.81,34413456.0,124045,
2024-12-17,41.64,43.94,39.25,43.84,22164255.0,87031,
2024-12-18,41.65,44.99,37.0,37.5,26881990.0,96457,
2024-12-19,40.71,42.4,36.54,37.76,21513368.0,76786,
2024-12-20,37.3,47.41,36.7,44.42,36903358.0,137080,
2024-12-23,45.33,45.5,41.3,41.32,19757814.0,73694,
2024-12-24,41.99,45.4,39.84,44.58,14308930.0,54870,
2024-12-26,44.5,48.56,42.56,48.24,19412109.0,65366,
2024-12-27,46.87,48.25,44.5,45.48,16938124.0,58915,
2024-12-30,44.6,45.79,41.51,44.29,12953338.0,49458,
2024-12-31,44.52,45.14,40.9,41.77,11324560.0,40254,
2025-01-02,41.28,43.79,38.46,43.1,17527925.0,66871,
2025-01-03,43.1,47.91,43.0,47.77,22606997.0,87646,
2025-01-06,48.3,51.66,47.13,51.07,17427720.0,67669,
2025-01-07,51.28,54.74,48.73,49.59,18313705.0,73509,
2025-01-08,38.75,39.0,25.92,30.25,98486155.0,345897,
2025-01-10,31.99,33.98,28.51,32.33,49085075.0,171555,
2025-01-13,29.43,32.83,27.16,27.86,37003497.0,130933,
2025-01-14,28.2,30.2,26.62,29.51,33069833.0,127140,
2025-01-15,32.78,40.5,32.41,39.39,56378276.0,201873,
2025-01-16,36.77,42.0,36.13,41.55,32981094.0,122905,
2025-01-17,40.03,42.35,39.11,39.23,21421290.0,78031,
